Name,Material,Work Function,Voltage,Frequency,Wavelength,Colour RGB,Colour Hex,Spectrum range 
"Co,27.4741",Co,5.0,27.4741,7.8522,3.81794147267782e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Co,27.8576",Co,5.0,27.8576,7.9449,3.773377307543229e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Co,28.2465",Co,5.0,28.2465,8.039,3.729240843178724e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Co,28.6408",Co,5.0,28.6408,8.1343,3.685530131953836e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Co,29.0406",Co,5.0,29.0406,8.231,3.642243182600961e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Co,29.446",Co,5.0,29.446,8.329,3.599377961626935e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Co,29.8571",Co,5.0,29.8571,8.4284,3.5569323947116644e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Co,30.2738",Co,5.0,30.2738,8.5292,3.5149043680932736e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Co,30.6965",Co,5.0,30.6965,8.6314,3.4732917299392708e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Co,31.125",Co,5.0,31.125,8.735,3.432092291703279e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Co,31.5594",Co,5.0,31.5594,8.84,3.391303829466852e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0312",Lowest_Work_Function,1,0.0312,0.2494,1.2022705086592343e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0317",Lowest_Work_Function,1,0.0317,0.2495,1.201762146013086e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0321",Lowest_Work_Function,1,0.0321,0.2496,1.2012471256520968e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0326",Lowest_Work_Function,1,0.0326,0.2497,1.2007253663935985e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.033",Lowest_Work_Function,1,0.033,0.2498,1.200196786228573e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0335",Lowest_Work_Function,1,0.0335,0.2499,1.1996613023177997e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.034",Lowest_Work_Function,1,0.034,0.25,1.1991188309881308e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0344",Lowest_Work_Function,1,0.0344,0.2501,1.198569287728896e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0349",Lowest_Work_Function,1,0.0349,0.2502,1.1980125871884436e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0354",Lowest_Work_Function,1,0.0354,0.2504,1.197448643170824e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0359",Lowest_Work_Function,1,0.0359,0.2505,1.1968773686326182e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0364",Lowest_Work_Function,1,0.0364,0.2506,1.196298675679924e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0369",Lowest_Work_Function,1,0.0369,0.2507,1.195712475565498e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0374",Lowest_Work_Function,1,0.0374,0.2508,1.195118678686065e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0379",Lowest_Work_Function,1,0.0379,0.251,1.1945171945797978e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0385",Lowest_Work_Function,1,0.0385,0.2511,1.1939079319239772e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.039",Lowest_Work_Function,1,0.039,0.2512,1.1932907985328358e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0396",Lowest_Work_Function,1,0.0396,0.2514,1.1926657013555932e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0401",Lowest_Work_Function,1,0.0401,0.2515,1.19203254647469e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0407",Lowest_Work_Function,1,0.0407,0.2516,1.191391239104227e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0412",Lowest_Work_Function,1,0.0412,0.2518,1.1907416835886167e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0418",Lowest_Work_Function,1,0.0418,0.2519,1.1900837834014554e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0424",Lowest_Work_Function,1,0.0424,0.252,1.18941744114462e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.043",Lowest_Work_Function,1,0.043,0.2522,1.1887425585476032e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0436",Lowest_Work_Function,1,0.0436,0.2523,1.1880590364670884e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0442",Lowest_Work_Function,1,0.0442,0.2525,1.1873667748867743e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0448",Lowest_Work_Function,1,0.0448,0.2526,1.18666567291746e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0454",Lowest_Work_Function,1,0.0454,0.2528,1.1859556287973937e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0461",Lowest_Work_Function,1,0.0461,0.2529,1.1852365398928978e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0467",Lowest_Work_Function,1,0.0467,0.2531,1.184508302699277e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0474",Lowest_Work_Function,1,0.0474,0.2533,1.1837708128420163e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.048",Lowest_Work_Function,1,0.048,0.2534,1.1830239650782784e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0487",Lowest_Work_Function,1,0.0487,0.2536,1.1822676532987128e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0494",Lowest_Work_Function,1,0.0494,0.2537,1.1815017705295818e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0501",Lowest_Work_Function,1,0.0501,0.2539,1.1807262089352118e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0508",Lowest_Work_Function,1,0.0508,0.2541,1.179940859820782e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0515",Lowest_Work_Function,1,0.0515,0.2542,1.1791456136354593e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0522",Lowest_Work_Function,1,0.0522,0.2544,1.1783403599758868e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0529",Lowest_Work_Function,1,0.0529,0.2546,1.1775249875900375e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0537",Lowest_Work_Function,1,0.0537,0.2548,1.1766993843814444e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0544",Lowest_Work_Function,1,0.0544,0.255,1.1758634374138115e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0552",Lowest_Work_Function,1,0.0552,0.2551,1.175017032916021e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0559",Lowest_Work_Function,1,0.0559,0.2553,1.1741600562875476e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0567",Lowest_Work_Function,1,0.0567,0.2555,1.173292392104283e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0575",Lowest_Work_Function,1,0.0575,0.2557,1.1724139241247877e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0583",Lowest_Work_Function,1,0.0583,0.2559,1.1715245352969818e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0591",Lowest_Work_Function,1,0.0591,0.2561,1.170624107765276e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.06",Lowest_Work_Function,1,0.06,0.2563,1.1697125228781647e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0608",Lowest_Work_Function,1,0.0608,0.2565,1.1687896611962867e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0616",Lowest_Work_Function,1,0.0616,0.2567,1.1678554025009615e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0625",Lowest_Work_Function,1,0.0625,0.2569,1.1669096258032207e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0634",Lowest_Work_Function,1,0.0634,0.2571,1.165952209353336e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0643",Lowest_Work_Function,1,0.0643,0.2573,1.1649830306508623e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0652",Lowest_Work_Function,1,0.0652,0.2576,1.164001966455205e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0661",Lowest_Work_Function,1,0.0661,0.2578,1.1630088927967204e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.067",Lowest_Work_Function,1,0.067,0.258,1.1620036849883628e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0679",Lowest_Work_Function,1,0.0679,0.2582,1.160986217637894e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0689",Lowest_Work_Function,1,0.0689,0.2585,1.1599563646606556e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0698",Lowest_Work_Function,1,0.0698,0.2587,1.1589139992929303e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0708",Lowest_Work_Function,1,0.0708,0.2589,1.157858994105888e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0718",Lowest_Work_Function,1,0.0718,0.2592,1.1567912210201454e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0728",Lowest_Work_Function,1,0.0728,0.2594,1.1557105513209347e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0738",Lowest_Work_Function,1,0.0738,0.2596,1.154616855673905e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0748",Lowest_Work_Function,1,0.0748,0.2599,1.153510004141563e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0759",Lowest_Work_Function,1,0.0759,0.2601,1.1523898662003636e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0769",Lowest_Work_Function,1,0.0769,0.2604,1.1512563107584658e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.078",Lowest_Work_Function,1,0.078,0.2607,1.1501092061741644e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0791",Lowest_Work_Function,1,0.0791,0.2609,1.1489484202750056e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0802",Lowest_Work_Function,1,0.0802,0.2612,1.1477738203776056e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0813",Lowest_Work_Function,1,0.0813,0.2615,1.1465852733081756e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0825",Lowest_Work_Function,1,0.0825,0.2617,1.1453826454237711e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0836",Lowest_Work_Function,1,0.0836,0.262,1.1441658026342719e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0848",Lowest_Work_Function,1,0.0848,0.2623,1.1429346104251091e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.086",Lowest_Work_Function,1,0.086,0.2626,1.1416889338807466e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0872",Lowest_Work_Function,1,0.0872,0.2629,1.1404286377089304e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0884",Lowest_Work_Function,1,0.0884,0.2632,1.1391535862657139e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0896",Lowest_Work_Function,1,0.0896,0.2635,1.1378636435812731e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0909",Lowest_Work_Function,1,0.0909,0.2638,1.1365586733865228e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0921",Lowest_Work_Function,1,0.0921,0.2641,1.1352385391405396e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0934",Lowest_Work_Function,1,0.0934,0.2644,1.1339031040588074e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0947",Lowest_Work_Function,1,0.0947,0.2647,1.1325522311422918e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0961",Lowest_Work_Function,1,0.0961,0.265,1.1311857832073553e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0974",Lowest_Work_Function,1,0.0974,0.2653,1.129803622916522e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.0988",Lowest_Work_Function,1,0.0988,0.2657,1.1284056128101018e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1001",Lowest_Work_Function,1,0.1001,0.266,1.1269916153386804e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1015",Lowest_Work_Function,1,0.1015,0.2663,1.1255614928964899e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1029",Lowest_Work_Function,1,0.1029,0.2667,1.1241151078556609e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1044",Lowest_Work_Function,1,0.1044,0.267,1.122652322601369e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1058",Lowest_Work_Function,1,0.1058,0.2674,1.1211729995678835e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1073",Lowest_Work_Function,1,0.1073,0.2677,1.1196770012755218e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1088",Lowest_Work_Function,1,0.1088,0.2681,1.1181641903685204e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1103",Lowest_Work_Function,1,0.1103,0.2685,1.1166344296538291e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1119",Lowest_Work_Function,1,0.1119,0.2689,1.1150875821408246e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1134",Lowest_Work_Function,1,0.1134,0.2692,1.1135235110819693e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.115",Lowest_Work_Function,1,0.115,0.2696,1.1119420800143972e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1166",Lowest_Work_Function,1,0.1166,0.27,1.110343152802449e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1183",Lowest_Work_Function,1,0.1183,0.2704,1.1087265936811478e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1199",Lowest_Work_Function,1,0.1199,0.2708,1.1070922673006294e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1216",Lowest_Work_Function,1,0.1216,0.2712,1.105440038771522e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1233",Lowest_Work_Function,1,0.1233,0.2716,1.1037697737112818e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.125",Lowest_Work_Function,1,0.125,0.272,1.1020813382914808e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1267",Lowest_Work_Function,1,0.1267,0.2724,1.100374599286057e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1285",Lowest_Work_Function,1,0.1285,0.2729,1.0986494241205167e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1303",Lowest_Work_Function,1,0.1303,0.2733,1.0969056809220932e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1321",Lowest_Work_Function,1,0.1321,0.2737,1.0951432385708618e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.134",Lowest_Work_Function,1,0.134,0.2742,1.0933619667518053e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1358",Lowest_Work_Function,1,0.1358,0.2746,1.0915617360078292e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1377",Lowest_Work_Function,1,0.1377,0.2751,1.0897424177937229e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1397",Lowest_Work_Function,1,0.1397,0.2756,1.08790388453106e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1416",Lowest_Work_Function,1,0.1416,0.276,1.0860460096640337e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1436",Lowest_Work_Function,1,0.1436,0.2765,1.0841686677162227e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1456",Lowest_Work_Function,1,0.1456,0.277,1.082271734348274e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1476",Lowest_Work_Function,1,0.1476,0.2775,1.0803550864165015e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1497",Lowest_Work_Function,1,0.1497,0.278,1.0784186020323852e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1518",Lowest_Work_Function,1,0.1518,0.2785,1.0764621606229627e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1539",Lowest_Work_Function,1,0.1539,0.279,1.0744856429921041e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.156",Lowest_Work_Function,1,0.156,0.2795,1.072488931382649e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1582",Lowest_Work_Function,1,0.1582,0.2801,1.0704719095394049e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1604",Lowest_Work_Function,1,0.1604,0.2806,1.0684344627729787e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1627",Lowest_Work_Function,1,0.1627,0.2811,1.0663764780244355e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1649",Lowest_Work_Function,1,0.1649,0.2817,1.0642978439307603e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1672",Lowest_Work_Function,1,0.1672,0.2822,1.0621984508911099e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1696",Lowest_Work_Function,1,0.1696,0.2828,1.0600781911338304e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1719",Lowest_Work_Function,1,0.1719,0.2834,1.0579369587842228e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1743",Lowest_Work_Function,1,0.1743,0.284,1.0557746499330326e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1768",Lowest_Work_Function,1,0.1768,0.2845,1.0535911627056416e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1792",Lowest_Work_Function,1,0.1792,0.2851,1.0513863973319336e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1817",Lowest_Work_Function,1,0.1817,0.2857,1.049160256216814e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1843",Lowest_Work_Function,1,0.1843,0.2864,1.0469126440113487e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1869",Lowest_Work_Function,1,0.1869,0.287,1.0446434676844992e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1895",Lowest_Work_Function,1,0.1895,0.2876,1.0423526365954193e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1921",Lowest_Work_Function,1,0.1921,0.2883,1.0400400625662867e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1948",Lowest_Work_Function,1,0.1948,0.2889,1.0377056599556294e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.1975",Lowest_Work_Function,1,0.1975,0.2896,1.0353493457321221e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.2003",Lowest_Work_Function,1,0.2003,0.2902,1.0329710395488069e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.2031",Lowest_Work_Function,1,0.2031,0.2909,1.0305706638177065e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.2059",Lowest_Work_Function,1,0.2059,0.2916,1.0281481437847923e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.2088",Lowest_Work_Function,1,0.2088,0.2923,1.0257034076052618e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.2117",Lowest_Work_Function,1,0.2117,0.293,1.0232363864190907e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.2146",Lowest_Work_Function,1,0.2146,0.2937,1.020747014426809e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.2176",Lowest_Work_Function,1,0.2176,0.2944,1.0182352289654624e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.2207",Lowest_Work_Function,1,0.2207,0.2952,1.0157009705847145e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.2238",Lowest_Work_Function,1,0.2238,0.2959,1.0131441831230309e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.2269",Lowest_Work_Function,1,0.2269,0.2967,1.0105648137839148e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.23",Lowest_Work_Function,1,0.23,0.2974,1.0079628132121266e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.2333",Lowest_Work_Function,1,0.2333,0.2982,1.0053381355698446e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.2365",Lowest_Work_Function,1,0.2365,0.299,1.0026907386127159e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.2398",Lowest_Work_Function,1,0.2398,0.2998,1.0000205837657356e+18,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.2432",Lowest_Work_Function,1,0.2432,0.3006,9.973276361989039e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.2466",Lowest_Work_Function,1,0.2466,0.3014,9.946118649026058e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.25",Lowest_Work_Function,1,0.25,0.3022,9.918732427626461e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.2535",Lowest_Work_Function,1,0.2535,0.3031,9.891117466348954e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.257",Lowest_Work_Function,1,0.257,0.3039,9.863273574194669e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.2606",Lowest_Work_Function,1,0.2606,0.3048,9.835200601343822e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.2643",Lowest_Work_Function,1,0.2643,0.3057,9.806898439886461e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.2679",Lowest_Work_Function,1,0.2679,0.3066,9.778367024546775e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.2717",Lowest_Work_Function,1,0.2717,0.3075,9.749606333400252e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.2755",Lowest_Work_Function,1,0.2755,0.3084,9.720616388583052e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.2793",Lowest_Work_Function,1,0.2793,0.3093,9.691397256992893e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.2832",Lowest_Work_Function,1,0.2832,0.3103,9.6619490509808e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.2872",Lowest_Work_Function,1,0.2872,0.3112,9.63227192903302e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.2912",Lowest_Work_Function,1,0.2912,0.3122,9.602366096442364e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.2952",Lowest_Work_Function,1,0.2952,0.3132,9.57223180596834e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.2994",Lowest_Work_Function,1,0.2994,0.3142,9.541869358485295e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.3035",Lowest_Work_Function,1,0.3035,0.3152,9.511279103617892e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Lowest_Work_Function,0.3078",Lowest_Work_Function,1,0.3078,0.3162,9.480461440363192e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
