Name,Material,Work Function,Voltage,Frequency,Wavelength,Colour RGB,Colour Hex,Spectrum range 
"Ca,0.7371",Ca,2.87,0.7371,0.8722,3.437192370994567e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,0.7474",Ca,2.87,0.7474,0.8747,3.427415041859013e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,0.7579",Ca,2.87,0.7579,0.8772,3.41755785767396e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,0.7684",Ca,2.87,0.7684,0.8798,3.4076207949085395e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,0.7792",Ca,2.87,0.7792,0.8824,3.397603845123806e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,0.79",Ca,2.87,0.79,0.885,3.3875070152200474e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,0.8011",Ca,2.87,0.8011,0.8877,3.377330327681161e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,0.8123",Ca,2.87,0.8123,0.8904,3.367073820815858e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,0.8236",Ca,2.87,0.8236,0.8931,3.3567375489954394e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,0.8351",Ca,2.87,0.8351,0.8959,3.346321582887926e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,0.8467",Ca,2.87,0.8467,0.8987,3.3358260096882694e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,0.8586",Ca,2.87,0.8586,0.9016,3.3252509333444205e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,0.8706",Ca,2.87,0.8706,0.9045,3.3145964747789843e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,0.8827",Ca,2.87,0.8827,0.9074,3.30386277210622e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,0.895",Ca,2.87,0.895,0.9104,3.2930499808441363e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,0.9075",Ca,2.87,0.9075,0.9134,3.2821582741214074e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,0.9202",Ca,2.87,0.9202,0.9165,3.2711878428788806e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,0.933",Ca,2.87,0.933,0.9196,3.260138896065393e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,0.9461",Ca,2.87,0.9461,0.9227,3.2490116608276544e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,0.9593",Ca,2.87,0.9593,0.9259,3.2378063826939386e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,0.9727",Ca,2.87,0.9727,0.9292,3.226523325751312e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,0.9862",Ca,2.87,0.9862,0.9324,3.215162772816161e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.0",Ca,2.87,1.0,0.9358,3.203725025597749e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.014",Ca,2.87,1.014,0.9391,3.192210404854547e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.0281",Ca,2.87,1.0281,0.9426,3.1806192505430976e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.0425",Ca,2.87,1.0425,0.946,3.168951921959138e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.057",Ca,2.87,1.057,0.9495,3.15720879787076e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.0718",Ca,2.87,1.0718,0.9531,3.145390276643329e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.0867",Ca,2.87,1.0867,0.9567,3.133496776355957e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.1019",Ca,2.87,1.1019,0.9604,3.121528734909236e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.1173",Ca,2.87,1.1173,0.9641,3.109486610124048e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.1329",Ca,2.87,1.1329,0.9679,3.09737087983119e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.1487",Ca,2.87,1.1487,0.9717,3.085182041951583e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.1647",Ca,2.87,1.1647,0.9756,3.07292061456686e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.181",Ca,2.87,1.181,0.9795,3.060587135980101e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.1975",Ca,2.87,1.1975,0.9835,3.0481821647664986e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.2142",Ca,2.87,1.2142,0.9876,3.03570627981377e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.2311",Ca,2.87,1.2311,0.9917,3.023160080352091e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.2483",Ca,2.87,1.2483,0.9958,3.010544185973368e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.2658",Ca,2.87,1.2658,1.0,2.9978592366396806e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.2834",Ca,2.87,1.2834,1.0043,2.985105892680676e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.3013",Ca,2.87,1.3013,1.0086,2.972284834779791e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.3195",Ca,2.87,1.3195,1.013,2.959396763949112e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.3379",Ca,2.87,1.3379,1.0175,2.946442401492727e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.3566",Ca,2.87,1.3566,1.022,2.933422488958434e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.3755",Ca,2.87,1.3755,1.0266,2.9203377880776634e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.3947",Ca,2.87,1.3947,1.0312,2.9071890806934944e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.4142",Ca,2.87,1.4142,1.0359,2.893977168676662e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.434",Ca,2.87,1.434,1.0407,2.8807028738294243e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.454",Ca,2.87,1.454,1.0455,2.8673670377772384e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.4743",Ca,2.87,1.4743,1.0504,2.8539705218481386e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.4948",Ca,2.87,1.4948,1.0554,2.8405142069397427e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.5157",Ca,2.87,1.5157,1.0605,2.8269989933738582e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.5369",Ca,2.87,1.5369,1.0656,2.8134258007386208e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.5583",Ca,2.87,1.5583,1.0708,2.7997955677181386e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.5801",Ca,2.87,1.5801,1.076,2.786109251909631e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.6021",Ca,2.87,1.6021,1.0814,2.772367829628042e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.6245",Ca,2.87,1.6245,1.0868,2.7585722956981552e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.6472",Ca,2.87,1.6472,1.0923,2.7447236632342035e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.6702",Ca,2.87,1.6702,1.0978,2.7308229634070368e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.6935",Ca,2.87,1.6935,1.1034,2.7168712451988752e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.7171",Ca,2.87,1.7171,1.1092,2.7028695751457085e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.7411",Ca,2.87,1.7411,1.115,2.6888190370674384e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.7654",Ca,2.87,1.7654,1.1208,2.674720731785822e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.7901",Ca,2.87,1.7901,1.1268,2.6605757768303466e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.815",Ca,2.87,1.815,1.1328,2.646385306132131e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.8404",Ca,2.87,1.8404,1.139,2.6321504697060077e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.8661",Ca,2.87,1.8661,1.1452,2.6178724333209088e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.8921",Ca,2.87,1.8921,1.1515,2.6035523781587264e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.9185",Ca,2.87,1.9185,1.1579,2.5891915004618227e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.9453",Ca,2.87,1.9453,1.1643,2.5747910111693715e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,1.9725",Ca,2.87,1.9725,1.1709,2.560352135542734e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.0",Ca,2.87,2.0,1.1776,2.5458761127800822e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.0279",Ca,2.87,2.0279,1.1843,2.531364195620504e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.0562",Ca,2.87,2.0562,1.1912,2.5168176499378218e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.0849",Ca,2.87,2.0849,1.1981,2.5022377543243875e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.114",Ca,2.87,2.114,1.2051,2.4876257996651178e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.1435",Ca,2.87,2.1435,1.2123,2.472983088702049e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.1735",Ca,2.87,2.1735,1.2195,2.458310935589707e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.2038",Ca,2.87,2.2038,1.2268,2.443610665441592e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.2346",Ca,2.87,2.2346,1.2343,2.4288836138681024e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.2658",Ca,2.87,2.2658,1.2418,2.4141311265062102e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.2974",Ca,2.87,2.2974,1.2495,2.3993545585412483e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.3295",Ca,2.87,2.3295,1.2572,2.3845552742211392e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.362",Ca,2.87,2.362,1.2651,2.3697346463634282e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.395",Ca,2.87,2.395,1.2731,2.3548940558555046e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.4284",Ca,2.87,2.4284,1.2811,2.3400348911483674e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.4623",Ca,2.87,2.4623,1.2893,2.3251585477443382e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.4967",Ca,2.87,2.4967,1.2977,2.3102664276791094e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.5315",Ca,2.87,2.5315,1.3061,2.2953599389985347e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.5669",Ca,2.87,2.5669,1.3146,2.2804404952305674e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.6027",Ca,2.87,2.6027,1.3233,2.2655095148527686e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.639",Ca,2.87,2.639,1.3321,2.250568420755801e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.6759",Ca,2.87,2.6759,1.341,2.2356186397033488e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.7132",Ca,2.87,2.7132,1.35,2.2206616017888864e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.7511",Ca,2.87,2.7511,1.3592,2.205698739889735e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.7895",Ca,2.87,2.7895,1.3685,2.190731489118857e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.8284",Ca,2.87,2.8284,1.3779,2.1757612862748234e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.8679",Ca,2.87,2.8679,1.3874,2.16078956929041e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.9079",Ca,2.87,2.9079,1.3971,2.1458177766802624e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.9485",Ca,2.87,2.9485,1.4069,2.1308473469880934e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,2.9897",Ca,2.87,2.9897,1.4169,2.1158797182338486e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,3.0314",Ca,2.87,3.0314,1.427,2.100916327361303e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,3.0738",Ca,2.87,3.0738,1.4372,2.0859586096865398e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,3.1167",Ca,2.87,3.1167,1.4476,2.0710079983477514e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,3.1602",Ca,2.87,3.1602,1.4581,2.0560659237568208e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,3.2043",Ca,2.87,3.2043,1.4688,2.0411338130531168e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,3.249",Ca,2.87,3.249,1.4796,2.0262130895599654e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,3.2944",Ca,2.87,3.2944,1.4905,2.0113051722442058e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,3.3404",Ca,2.87,3.3404,1.5017,1.996411475179298e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,3.387",Ca,2.87,3.387,1.5129,1.981533407012385e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,3.4343",Ca,2.87,3.4343,1.5244,1.9666723704357453e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,3.4822",Ca,2.87,3.4822,1.536,1.951829761663055e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,3.5308",Ca,2.87,3.5308,1.5477,1.9370069699108643e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,3.5801",Ca,2.87,3.5801,1.5596,1.9222053768856947e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,3.6301",Ca,2.87,3.6301,1.5717,1.90742635627715e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,3.6808",Ca,2.87,3.6808,1.584,1.892671273257444e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,3.7321",Ca,2.87,3.7321,1.5964,1.8779414839876938e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,3.7842",Ca,2.87,3.7842,1.609,1.8632383351313837e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,3.8371",Ca,2.87,3.8371,1.6218,1.8485631633753325e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,3.8906",Ca,2.87,3.8906,1.6347,1.8339172949585283e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,3.9449",Ca,2.87,3.9449,1.6478,1.819302045209169e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,4.0",Ca,2.87,4.0,1.6612,1.804718718090231e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,4.0558",Ca,2.87,4.0558,1.6747,1.7901686057538915e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,4.1125",Ca,2.87,4.1125,1.6884,1.7756529881051014e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,4.1699",Ca,2.87,4.1699,1.7022,1.7611731323746144e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,4.2281",Ca,2.87,4.2281,1.7163,1.7467302927017392e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,4.2871",Ca,2.87,4.2871,1.7306,1.7323257097270938e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,4.3469",Ca,2.87,4.3469,1.745,1.7179606101956182e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,4.4076",Ca,2.87,4.4076,1.7597,1.7036362065700803e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,4.4691",Ca,2.87,4.4691,1.7746,1.689353696655309e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,4.5315",Ca,2.87,4.5315,1.7897,1.6751142632333782e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,4.5948",Ca,2.87,4.5948,1.805,1.660919073709927e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,4.6589",Ca,2.87,4.6589,1.8205,1.6467692797718218e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,4.724",Ca,2.87,4.724,1.8362,1.6326660170563267e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,4.7899",Ca,2.87,4.7899,1.8522,1.6186104048319405e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,4.8568",Ca,2.87,4.8568,1.8683,1.6046035456910563e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,4.9246",Ca,2.87,4.9246,1.8847,1.590646525254564e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,4.9933",Ca,2.87,4.9933,1.9013,1.576740411888531e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,5.063",Ca,2.87,5.063,1.9182,1.562886256433046e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,5.1337",Ca,2.87,5.1337,1.9353,1.5490850919433338e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,5.2054",Ca,2.87,5.2054,1.9526,1.5353379334432032e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,5.278",Ca,2.87,5.278,1.9702,1.5216457776909053e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,5.3517",Ca,2.87,5.3517,1.988,1.5080096029574394e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,5.4264",Ca,2.87,5.4264,2.0061,1.4944303688173456e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,5.5022",Ca,2.87,5.5022,2.0244,1.4809090159520064e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,5.579",Ca,2.87,5.579,2.043,1.4674464659654688e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,5.6569",Ca,2.87,5.6569,2.0618,1.454043621212775e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,5.7358",Ca,2.87,5.7358,2.0809,1.4407013646407885e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,5.8159",Ca,2.87,5.8159,2.1002,1.427420559641485e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,5.8971",Ca,2.87,5.8971,2.1199,1.4142020499176685e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,5.9794",Ca,2.87,5.9794,2.1398,1.4010466593610469e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,6.0629",Ca,2.87,6.0629,2.16,1.3879551919426125e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,6.1475",Ca,2.87,6.1475,2.1804,1.3749284316152421e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,6.2333",Ca,2.87,6.2333,2.2012,1.3619671422284234e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,6.3203",Ca,2.87,6.3203,2.2222,1.3490720674550211e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,6.4086",Ca,2.87,6.4086,2.2435,1.3362439307299477e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,6.498",Ca,2.87,6.498,2.2652,1.3234834352006406e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,6.5887",Ca,2.87,6.5887,2.2871,1.3107912636891987e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,6.6807",Ca,2.87,6.6807,2.3094,1.2981680786660371e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,6.774",Ca,2.87,6.774,2.3319,1.2856145222349194e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,6.8685",Ca,2.87,6.8685,2.3548,1.2731312161291928e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,6.9644",Ca,2.87,6.9644,2.3779,1.2607187617190712e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,7.0616",Ca,2.87,7.0616,2.4015,1.2483777400297773e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,7.1602",Ca,2.87,7.1602,2.4253,1.2361087117703701e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,7.2602",Ca,2.87,7.2602,2.4495,1.2239122173730568e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,7.3615",Ca,2.87,7.3615,2.474,1.2117887770427947e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,7.4643",Ca,2.87,7.4643,2.4988,1.1997388908169784e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,7.5685",Ca,2.87,7.5685,2.524,1.1877630386349982e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,7.6741",Ca,2.87,7.6741,2.5496,1.175861680417452e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,7.7812",Ca,2.87,7.7812,2.5755,1.1640352561547891e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,7.8899",Ca,2.87,7.8899,2.6017,1.1522841860051606e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,8.0",Ca,2.87,8.0,2.6284,1.1406088704012368e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,8.1117",Ca,2.87,8.1117,2.6554,1.1290096901657624e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,8.2249",Ca,2.87,8.2249,2.6827,1.1174870066356059e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,8.3397",Ca,2.87,8.3397,2.7105,1.1060411617940581e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,8.4561",Ca,2.87,8.4561,2.7386,1.094672478411135e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,8.5742",Ca,2.87,8.5742,2.7672,1.0833812601916376e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,8.6939",Ca,2.87,8.6939,2.7961,1.0721677919307091e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,8.8152",Ca,2.87,8.8152,2.8255,1.0610323396766474e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,8.9383",Ca,2.87,8.9383,2.8552,1.0499751509007048e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,9.0631",Ca,2.87,9.0631,2.8854,1.0389964546736322e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,9.1896",Ca,2.87,9.1896,2.916,1.0280964618486978e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,9.3179",Ca,2.87,9.3179,2.947,1.0172753652509312e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,9.4479",Ca,2.87,9.4479,2.9785,1.006533339872333e+17,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,9.5798",Ca,2.87,9.5798,3.0104,9.958705430727886e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,9.7136",Ca,2.87,9.7136,3.0427,9.852871147864373e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,9.8492",Ca,2.87,9.8492,3.0755,9.747831777332256e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,9.9866",Ca,2.87,9.9866,3.1087,9.64358837635409e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,10.1261",Ca,2.87,10.1261,3.1424,9.540141834387293e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,10.2674",Ca,2.87,10.2674,3.1766,9.437492875380282e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,10.4107",Ca,2.87,10.4107,3.2113,9.335642060070382e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,10.5561",Ca,2.87,10.5561,3.2464,9.23458978832106e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,10.7034",Ca,2.87,10.7034,3.282,9.134336301496048e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,10.8528",Ca,2.87,10.8528,3.3182,9.034881684867842e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,11.0043",Ca,2.87,11.0043,3.3548,8.936225870058234e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,11.1579",Ca,2.87,11.1579,3.3919,8.838368637508483e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,11.3137",Ca,2.87,11.3137,3.4296,8.741309618976782e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,11.4716",Ca,2.87,11.4716,3.4678,8.64504830006066e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,11.6318",Ca,2.87,11.6318,3.5065,8.549584022742123e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,11.7942",Ca,2.87,11.7942,3.5458,8.454915987953246e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,11.9588",Ca,2.87,11.9588,3.5856,8.361043258160005e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,12.1257",Ca,2.87,12.1257,3.626,8.267964759962219e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,12.295",Ca,2.87,12.295,3.6669,8.175679286707477e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,12.4666",Ca,2.87,12.4666,3.7084,8.084185501116944e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,12.6407",Ca,2.87,12.6407,3.7505,7.993481937921064e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
"Ca,12.8171",Ca,2.87,12.8171,3.7931,7.903567006503112e+16,"(R=1,G=0,B=0,A=1)",#ff0000,IR
